date,review,rating,isEdited,userName,title,developerResponse
2020-07-30 10:29:44,"I like the app since I have downloaded it. Unfortunately, there are always a few bugs, whether from the app or the phone itself, and sometimes have trouble loading. When it does, the stories breathe life. It’s almost like you forget what’s happening around you and immerse yourself as the character of the story. Even when making decisions, which cost diamonds which can sometimes seem a bit overpriced. The problem with the decisions, is that there seems to bee too many that cost those diamonds and you wonder if you should have spent the diamonds from the last decision or wait for the next. Other than that, I’m pretty much hooked. It’s a straight forward app and there’s not much to try to figure out.",4,False,Rbs2000,It’s a good app for the stories....,
2020-04-06 04:11:52,"Ok first of all, I really love the stories. They are nice to do go pass time. However, I do find it exceedingly difficult to get through a story when I don’t get the outcome I want. The gems only go so far, and you only get so many. There is an option to watch ads for 2 gems. And that was getting me part of the way. But when it got to the last gem than i needed, it exceeded to 23 minutes. I was so heated. I even like the choice passes, but I feel like it should be an option to buy choice passes for a whole story. I was really getting into my story when  the options came down to a few things. I couldn’t get the same outcome and it always seemed to be an outcome that wasn’t successful. I understand the game gets its money somehow, but it would be nice if the gems could stretch or at least unlock a whole story...",3,False,AntanishaNicole.8,I mean...,"{'id': 14502274, 'body': 'Hello! We have lots of free ways to earn diamonds on our app. :) Check out our bubbles system, link your account to facebook/google, finish books, or just log in to get free diamonds. We are also building new features which provide our users with more free currencies. Please feel free to \r\nmessage us with any questions to support@crazymaplestudio.com\r\n', 'modified': '2020-04-07T02:07:23Z'}"
2020-03-11 17:19:55,"On 3/6 I made a purchase of 250 diamonds on the app because I genuinely enjoy the interactive stories but I didn’t get what I was charged and paid for! I contacted them and provided all of the requested information but I didn’t get a response in regards to the diamonds I paid for but didn’t get or anything! It’s bad enough the choices are numerous and expensive so you have to purchase diamonds in order to enjoy the app but to ignore the fact I didn’t get what I paid for is just wrong! Apple denied my request for a refund and the customer service for this app never responded to my emails after I provided them with the proof of what happened. At this time, I’m having to contact my bank in order to get my money back from whoever I need to get it back from. I suggest if you purchase diamonds in this app you make sure they credit your account because if you don’t they’ll definitely take your money and keep the diamonds as well....",1,False,BriaCI91,Stole from me!,"{'id': 14049592, 'body': 'Hello! We are here to help you solve the issue. Please email us at support@crazymaplestudio.com with your problem. Our customer support team will start to help you right away. ', 'modified': '2020-03-16T21:51:41Z'}"
2019-11-24 04:54:11,"Just downloaded the game super excited to play! I have a really open imagination when reading so I thought what better way than to read and be able to actively watch the scene unfold. However, all that was cut short before I was even able to begin playing the game. When asked to pick your appearance, the only choices were from a very pale skin tone to only a very light mocha. Being a women of African descendant, my skin has much more melanin than the choices given and it was extremely disappointing that none of those choices were even close to that. Now I’m not sure if I am able to change my appearance later on in the game, but starting a game with absolutely no representation of my skin tone made me immediately delete the app. I do hope you guys take steps to have a bigger variety of different skin tones because I would really like to play, but so far all there is is white and white with a tan.
Thank you for your time.",1,False,Jaliah C Turner,No Representation,"{'id': 12368405, 'body': 'Dear player, thank you very much for your feedback. We apologize for any inconvenience or unpleasant game experience. Please email us at support@crazymaplestudio.com if you have any additional feedback or issues. We are always here to help. \r\n', 'modified': '2019-12-12T23:49:32Z'}"
2019-01-06 06:39:52,I’ve only been playing this game for a few hrs but There are some things that from the start bothered me.. For the most part.. This game is intriguing.. fun.. & makes me smile & keeps me wanting to keep going except I don’t like that I have to have Purple Diamonds right from the start “(which we are giving none of)” in order to make other choices on most of the situations.. That’s uncalled for.. it highly affects the decisions & outcomes we are allowed.. & we only get one a chapter.. “(Again.. Not Right)”... & Then there’s the fact that during the explanations & scenarios being placed.. You don’t actually see the people or items that are being explained.. it leaves me highly disappointed.. Otherwise.. it’s a good game so far.. Please see what can be done about fixing these issues “(As I see them)”... Thank You,3,False,MischiefTigs18,Leaves something to be desired,
2018-07-17 08:50:07,"Pretty decent storyline with some spelling errors. But starting out with zero diamonds and everything costing 17+ diamonds for some of the random choices is awful. And to give 3 choices but two of the 3 choices costing 12-17+ diamonds leaving only one choice that isn’t outrageously priced. And they don’t even unlock anything special just basic choices shouldn’t cost so much. It’s not well balanced there at all. Storyline is good. Get the company is trying to make money, which I don’t mind spending if it wasn’t every turn you make costing so much. This creator decision has made me NOT want to actually spend real money in diamonds as it leads me to believe I would have to spend too much real money in order to make simple decisions within the story. So I’ll stick with the free choices. If this ever changes I would reconsider.",3,False,GreeneChelle,Decent but diamonds are too high,
2018-01-31 05:02:40,"I’ve read a few of the books, and honestly I’m shocked at the low quality. They’re disjointed. The stories, dialogue, typos, and editing make them feel like they’ve all been done by 12 year olds. No one reacts realistically to anyone else; everyone is hyperreactive and dramatic. When they’re not yelling or making pubescent innuendo, characters are stiff like an elementary school play. Everything was “just a dream.” People are in love suddenly with no development between them. Characters dramatically confess they know something, then a few chapters in are shocked to find out that thing they already know, and it shakes the chapter. Continuity is nonexistent.

I’m sorry to have to say it, but I do have to. Your quality is extremely poor. Your writers are children. Your content is lamentable. I’ve seen better, less disjointed stories on fan fiction websites in 1999.

Please get rid of these writers. Your editors too, while you’re at it. The typos are a flood.",1,False,Voxcorvi,Juvenile writing,
2024-03-14 14:49:19,"I love it it’s very easy to earn diamonds during the 2X time and during that time I can earn about 100 to 120 diamonds in one day, but there is room for improvement with repetitive stories and plots besides that I don’t mind the tickets and only having three as I am always on and off reading stories so I might use up all of my tickets and one time and then come back a few hours later and then use them again so it’s not like I’m having to worry about waiting around while the timer ticks down for us to get tickets again. And the first chapter is free with any new story so you can decide if you wanna keep reading it or if you don’t.",5,False,lailya_m,LOVE,
2025-03-10 23:38:33,"I downloaded the app not expecting to ever even use it. But one day I decided to check it out and I find myself struggling to close the app and get back to reality. Unfortunately, I don’t have much spare change to spend on apps and you can quickly use gems making a steamy story. I keep trying to choose stories that look dumb or I don’t like the plot to build my stash, but keep falling in love with each one. I wish ads offered more gems or at the very least it would be nice if the amount of gems you have to use were cut in half. It’s hard to get into a story when you have to keep watching ads or selecting the free option which absolutely affects how the story will end.",4,False,ADeibler21,Easy to get into,
2020-08-17 01:03:20,"Honestly I’m not in love with all the stories, but I’m a pretty tough critic anyway. I wish there was more opportunities to name your love interests or possibly more opportunities to earn more diamonds since each action cost so much and some of us have kids and are really struggling with the COVID thing. However; all that aside. I love the backdrops for the scenes, even when the same scene appears in more than one book. I like the way you stay true to your individual characters personalities, even if it makes them dorky. I like your cliff hangers, it doesn’t just motivate you to the next chapter but adds an extra element of mystery. So concluding my little review I’ll just say you have churned out some good works and I really hope to see more in this app for the future.",4,False,TheCosmicWonder,Like A Diamond,
2024-12-13 06:24:02,"I love this app! I’ve had it for so many years, I can’t even remember now. I didn’t like the whole ticket thing at first, and having to get diamonds was hard and time consuming if you’re someone like me who can’t spend money on games. But now that it’s the 6th anniversary of this game, I’ve noticed the stories are better, more engaging, and exciting! It’s well worth the download! As an author, these stories help give me juice to keep writing my own books!

The only thing I’d change is how much diamonds cost to make choices when they come up. That’s the only downfall/sad part of this app is that to make a special choice in the story it costs a lot.",5,False,R3sident_Rav3,LOVE,
2020-04-18 01:18:31,"This app is amazing and all, but I have a few complaints, there first week there are so many benefits which is great but the next week after the 7 day log in, it takes you 4 hours to get 2 tickets to read a book. That’s highly stressful because then what’s the purpose the app becomes boring and people undownload it. Also when my phone is off waiting for those 4 hours so I can get my tickets when I come back, I only find 1 ticket then I have to wait another 2 hours for another ticket which then addd with with another 2 hours for another ticket. It’s just a repeating cycle. Are there anyways we could get tickets without having to buy. I’ve spent over $30 on tickets already and I’m starting to become fustrated.",4,False,omgits.jennyy,Good but not so good,"{'id': 14795536, 'body': 'Hello! We have lots of free ways to earn diamonds on our app. :) Check out our bubbles system, link your account to facebook/google, finish books, or just log in to get free diamonds. We are also building new features which provide our users with more free currencies. Please feel free to \r\nmessage us with any questions to support@crazymaplestudio.com', 'modified': '2020-04-20T21:29:32Z'}"
2019-08-18 23:50:56,This game is awesome but the game is always asking for gems but we start off with 0 gems and that’s kinda of annoying so I feel like you should just like give us more gems  to start off with because a lot of games like choices and stuff like that they give us a bunch of gems  to start off with but this game doesn’t and I kind of don’t like that about this game either way the game is really good it’s a good game on him it has a lot of different kind a box and I think it’s really good the vampire the vampire diaries is a good book and yeah so that’s my common and I hope you give us more gems to start of the game because the game does ask for a lot of them and I have zero and I have this game every time I read a chapter but that’s my comment. 💎 🙏🏼❤️,4,False,yeeter!🤷🏻‍♀️😂,No problems but...,
2019-08-14 13:34:18,"This app would be amazing. The stories are fun and there’s plenty to read. But the gems you need to do everything is ridiculous. You can’t ever choose the option you want because yoi never have enough gems. And when you read through chapters and books, you barely get any gems for doing so. Also choosing an outfit should not be the same amount of gems as say, having wild sex with the man who’s been teasing you for 4 chapters!! It’s not enjoyable when you receive two options, such as, let him kiss you passionately for 17 gems, or storm out for free, when the situation and conversation you’re having in the book would never let it make sense that you storm out. It’s obnoxious. And it makes me want to delete the app and just go back to reading my kindle where at least I know the best choice is always taken. Pure greed from the developers!!",2,False,Proudmary528,"Would be amazing, but HOPY GREED!",
2024-01-28 20:31:20,"The stories on here are nice…but every other choice requires diamonds and it’s at a point where the app is unenjoyable. It’s all about money and it seems like they don’t care about the players who can’t or unable to just spend money on diamonds. It’s truly sad to be honest. So if you’re interested in checking out the stories, I recommend checking out the community stories. Official stories from chapters are going to bore you and get on your nerves with the amount of diamond choices you need. Not to mention, some of the diamond choices don’t even have a PURPOSE. It’s just there to get you to spend more diamonds on a pointless sentence. It’s just isn’t fun and I wish you guys cared about the non-paying players too. If anyone wants a good story app, I recommend checking out the others available.",2,False,SBluna,It’s ridiculously expensive…😬,"{'id': 41648948, 'body': 'Sorry for the inconvenience.There are many ways to earn diamonds on Chapters! Watch Ads, free events like earn free diamonds. There are also Special and Packages with limited promotions. You can also choose to subscribe VIP member for less diamonds cost and enjoy more benefits.Feel free to send us any suggestions: log into your app > Help >Feedback', 'modified': '2024-01-31T08:47:38Z'}"
2019-11-18 14:53:14,"Agree with many of the other comments.  I understand the point of making tickers and diamonds harder to get and in longer time span is to make money off of purchases but if you opted to purchase them, you would have to spend a ridiculous amount of money on just one story to even read it in a reasonable amount of time and with making even just some of your chosen choices.  Forget outfits...I have never opted to use diamonds on those because I just never have enough for other things...
And again, I get the ploy but if you want to read a story and don’t have enough diamonds to select the optimal choice...why does the free one have to be something that just ruins the rest of the story..
This was my favorite storytelling app but a subscription to other online options are proving to be much less expensive and enjoyable.",2,False,sprdr,More difficult to enjoy the app,
2019-06-02 22:45:09,"Ok, this is a very nice app, most likely one of my favorite apps I use. People say you NEED to spend money on it but I disagree, you don’t need to, I’ve done fine with the stories without paying. Although at times I would like to buy some things but I’ve done fine. But here’s a few issues, The ads, after a chapter you can watch a ad for two gems, I’ve had multiple issues with the ads one main one being, I watch the ad and then I don’t get the gems. I’ve had to of lost at least 30 gems to this. Another issue is, with the playable ads, once they end the X does not show up or doesn’t let me click it, so I then have to open and close the whole app, so I don’t get the gems. Otherwise this app is amazing.",4,False,Shannon Lilly,Very Nice but a few issues,
2024-10-10 13:18:40,"I really enjoy this game! The stories are captivating and make you want to keep playing. However, it’s very expensive, especially in this economy, which makes it tough to fully enjoy. You quickly run out of diamonds, and the only way to keep playing is to purchase more, which adds up fast. I’ve spent quite a bit on this app already. While I want to continue playing, it’s becoming an expensive hobby. I wish there were more opportunities to earn free diamonds. I’ve tried different methods, but it’s still not enough. I really hope things improve, because if it stays this way, I might have to delete the app—I simply can’t afford it anymore, which is disappointing.",3,False,Estevez96,Great stories but it gets expensive after a while.,"{'id': 47435051, 'body': 'Hi dear,there are many ways to earn diamonds on Chapters! Watch Ads, free events like earn free diamonds. There are also Special and Packages with limited promotions. You can also choose to subscribe VIP member for less diamonds cost and enjoy more benefits.Feel free to send us any suggestions: log into your app > Help >Feedback.', 'modified': '2024-10-14T10:14:52Z'}"
2018-10-17 13:11:04,"My fiancée has been reading up Episodes &  Chapters recently and asked me to give it a try. 

When I first started off, I’d thought it looked like another series of boring romance stories like the ones you read in the Young Adult section with all the female readers drooling over Fantasy/Romance like Twilight (sorry girls). Of course, “Appearances can be deceiving.”

 You don’t have to read the Romance stories if you don’t want to. But if you do, there are three different categories of Romance: Steamy, Sweet & Paranormal. There are also different categories: Thrillers, Mystery & Fantasy (personally, I love Thrillers/Horrors) and I have found a great interest in the book, Hide & Seek! It’s got a dark feeling to it that I love!",5,False,JacktheReaper5328,"Not going to lie, it was boring at first",
2021-07-31 12:23:22,"This app has helped me rediscover my love for reading! I have tried other apps but none of them hold a candle to this app. I may not always like the story ending but I am consistently excited to read new stories, which are posted each week. This app will forever rank as one of the best ways to pass time with the ability to pick up where you left off when you have other things that you need to do. Another bonus is the fact that they provide tons of ways to earn diamonds if you don’t want to buy them, which is definitely a winner for me. This app may not be for everyone but it is perfect for me…",5,False,okie-gurrrl,Fantastic App,"{'id': 24251307, 'body': 'Hello,thanks for your love and support!Your high score gives our team a great incentive!We are always looking for new ways to make our app more interesting for users.Please feel free to message with some ideas on how to make the app more fun through the feedback function in app.\n', 'modified': '2021-08-02T06:28:01Z'}"
2019-09-04 16:10:03,"*UPDATE* - 

I have not been able to get any stories to load for over a week now. I’ve updated my phone and everything else and it will start to load, then shut the app down. Super frustrating!!!

I absolutely love the stories. I really wish there was a way to earn diamonds quicker though. They’re expensive to buy, to make any good choices are 12-27 diamonds apiece and there’s no way to earn them besides buying into the premium daily update and waiting for midnight to roll around. And then it’s only 10/day. It would be great if the app developers would figure out a way that we could earn diamonds without it costing an arm and a leg. I’ve had to wait weeks to finish one story before. 😐",4,False,BluezAngel,"Love the stories, but expensive to play",
2019-11-16 20:18:56,"I play lots of interactive visual story games and after a couple months of trying Chapters, I finally gave up and deleted it. Every time I finished playing I was usually in a terrible mood because of the short chapters, terrible choices, awkward writing, and ridiculous gem costs. 

I started playing Chapters for the steamy scenes, since most apps don't include the details. But to get the good stuff in Chapters, you have to slog through a lot of terrible content. I imagine the original stories are just fine but in being adapted to Chapters' format they become shallow. Plus you usually need to shell out a LOT of gems to get good scenes, and if you aren't trying to spend money that means endless mining on bad stories. 

But I finally reached my breaking point when I played FOUR stories in a row that involved graphic depictions of domestic violence/sexual assault and yet there were ZERO content warnings. I love stories about survivors healing and learning to love again but you can do that either without graphic triggering content OR providing appropriate warnings. 

And finally, they never show couples of color on the book covers. They are always white couples. After playing 20+ stories I realized that's unforgivable.

Not worth it for a random steamy scene that lasts 30 seconds.",2,False,puzzleattack,Not worth it,
2021-10-25 11:39:26,I love the app but today I decide to just pay more attention and I notice every 1 chapter you guys put 5 diamond choices in every chapter if you times that by 20 chapters that’s 100 diamond choices for one story and if you divide the 100 diamond choices by 17 since each decision is 17 diamond totaling 1700 diamonds for one story the biggest pack you have is 1500 diamonds for $100 dollars so that would mean I need another 200 diamonds to be able to finish the story so another 20 dollars y’all are expecting your consumers to be out 120 dollars a story this is not economically correct we are going through a pandemic and this app is more money hungry then anything it’s sad,4,False,Lady Rashad,Love the stories…….Hate being ripped off by this app,
2024-02-02 03:45:52,"I love the games and the story lines that it has, but I find it ridiculous that to make a better choice you have to use so many diamonds to have a better outcome to the story. Also, they don’t give you many ways to get more diamonds without actually spending your cash. With the way things are setup and going this far, I’m not sure if I care to continue to play this game. I may end up deleting it. They really need to do better with how you can get more diamonds without having to spend so much money. It should be a fair balance between the two. I feel like in order for you to really enjoy the full experience of this game you will need to spend a $&@# load of money.",3,False,Chshfacyvdh716,"Nice app, but greed is making it less desirable to play","{'id': 41781631, 'body': 'Pity if the game did not live up to your expectations. We try to maintain a balance between f2p and paid content, and enrich the content and provide users with a better experience. There are many ways to earn diamonds, watch Ads, earn free diamonds. You can also choose to subscribe for less diamonds cost and enjoy more benefits.', 'modified': '2024-02-06T08:54:46Z'}"
2022-04-17 06:58:54,"Don’t get me wrong I love the fact that you can choose ur character and make a couple decision within the stories yet 
The stories are so basic; some of them feel rushed like when u think is going some where it’s done, some of them the choice are the same but worded differently which make it a little boring and lord knows in a 18 page story you can spend $ for diamonds it’s like for every page you using diamonds for silliest thing very mediocre choices 
Which I find ridiculous
Yes there is other way to gain diamonds but very limited access if you are using the app to gather diamonds well u will be doing so for a week before getting 5 diamonds which is not worth you time  
for 17 diamonds in each page we can do better",3,False,#lolita29,Okay not bad,"{'id': 29277203, 'body': 'Dear player, thanks for your love. We are sorry to the inconvenience.We offer lots of ways to get free gems on our app.Please check out the achievements page,watch ads,or just finish stories for more chances for free diamonds.Please feel free to message through the feedback function in app.\r\n', 'modified': '2022-04-20T07:38:24Z'}"
2021-09-08 18:24:58,"I’ve been playing Chapters for a couple years now. Their support team is very nice and fixed an issue I was having pretty quickly, and I really enjoyed the app and how easy it was to get coins and diamonds. 

Unfortunately, I had to take an extended break from all my apps and I just came back to it and boy, this is HUGELY ad based and the coins and diamonds are much harder to get. Wanna start a chapter? 2 ads. Finished a chapter? 2 ads. In the middle of reading a story and have to go respond to a text? 2 ads when you come right back to the app. Yikes. 

I really used to like this app a lot, but with how many freakin ads there are and how much more difficult it is to get the diamonds (and how many dang diamond choices there are in the books now), I can’t say I really enjoy it anymore. It’s a shame.",2,False,kleemcgee,Very ad based now,"{'id': 25021912, 'body': 'We apologize we have not met your expectations.\r\nWe are always looking for new ways to improve and your feedback is most helpful.\r\nPlease feel free to send us any suggestions or ideas you would like to see implemented. To send us a msg: please log into your app > Help >Feedback.""', 'modified': '2021-09-10T10:04:09Z'}"
2018-02-17 20:48:03,"So I am all about the romance, esp when there are LGBT options. This and Choices are on my phone. Right now it Starstruck and Kidnap  a princess because its focused on women. Have not come across the guy with guy options yet. But I have restarted starstruck in the mean time of waiting for updates!!! 

 I will admit this is cheaper than Choices. I tend to reread stories and try the different choices because I like seeing the outcome of those choices that influences your story. So it does not charge you tickets again if you already read that chapter and the paid choices are reasonable.

Please keep the updates going and I cannot wait for more stories to choose from!",5,False,AzianKiRo,Another story app I’m hooked,
2021-08-20 21:27:14,So fun and interesting! Everyone is complaining about diamonds but really they aren’t asking a lot from you if you just earn them. You can earn diamonds before and after your story and many other free ways and if you want them that bad just buy them cuz it’s not like you can’t. Some people just don’t want to watch adds and spend money but if you aren’t willing to do that don’t complain they have to have some way of getting money. They can’t make it too easy for us. I think it’s kinda fun to earn diamonds and points. I have hundreds so it can’t be that hard. It’s a wonderful and fun app… no complaints!!! :) <3,5,False,FernKirby,Great!,"{'id': 24749575, 'body': ""Thank you so much for your love and support!\r\nWe're thrilled to receive your recent rating of our APP!\r\nWe are always looking for new ways to improve and your encouragement will stimulate us to further efforts. To send us a msg: please log into your app > Help >Feedback."", 'modified': '2021-08-27T06:33:56Z'}"
2021-01-05 05:00:36,"When I first discovered this game a couple of years ago, it was love at first read. Fast forward 35+ stories and the themes are redundant, the writing is mediocre middle school at best, the amount of diamonds earned versus the amount required for good decisions in each story are way out of balance...
There have been several times I have sat and watched four ads in a row to earn 100 maple coins only to have the game give me only 20 and a message “video not ready”. I have also used a story pass on a story where I could read for 24 hours without using a ticket and the game still took my tickets on the story I had a pass on!
And now, the game constantly crashes to the point where it’s not even completely loading on my iPad. 
I’m calling it quits and uninstalling. It was a decent run but not worth the effort for me to keep it in my life.",2,False,1zetagirl,Used to love it,"{'id': 20232256, 'body': 'Dear friend,We are sorry to hear that the App was not as your expected.Customers are all more than welcome to submit a question to our Customer Service team and we will reply within 24 hours.Your satisfaction is our top priority.  Please contact our customer support: support@crazymaplestudio.com.We will respond as soon as possible.\r\n', 'modified': '2021-01-07T06:30:44Z'}"
2019-08-20 06:06:26,"I am rating Chapters: Interactive Stories three stars.
Reasons:
1. I really like MOST of the stories on this app.
2. Out of the three Role Playing App games that I play, this one has the steamiest stories as far as language and maturity (which I am personally a HUGE fan of).
3. I just like everyone else who plays this game absolutely HATE HATE HATE how many diamonds It cost just for one special scene. It’s pretty ridiculous how much it would cost someone to choose every single diamond option offered in just one chapter let alone to spend that many diamonds (personal money) to choose every diamond option offered in the entire book. That adds up really quickly!
4. I gave this app a three star review based on Episode being my number one favorite role-playing game, followed by Choices being my second favorite, and finally leaving Chapters as my final and third favorite.
5. Episode is hands down my number one favorite wayy above the other two for the simple fact that it has entire bodies and actions in the stories. Another gigantic major bonus is the fact that you don’t need diamonds to play every single story because most of them are user created stories!",3,False,mina2511,Average for a Role Playing Game...,
2019-01-17 18:41:14,"I am so mad I want all of my money back! I get that some choices you should pay for, but for example, I spent THE REST of my diamonds to return a phone call to a guy in the book that DIDNT EVEN ANSWER....17 diamonds for what???? Then a few minutes later the guy comes (because he was already looking for her) and purposes..well guess what? I couldn’t say “YES” because I already used all my diamonds on calling someone that didn’t answer and then the book ends. This also happened to me too with another book on here and the girl ended up alone which is not what I wanted. You pay for choices that leads to absolutely NOTHING and then when you want to make an important choice you can’t do it unless you spend MORE money. It’s not right. I won’t be using this app anymore. Choices is way better. At least if I have to pay for my choice I know it’s not going to end up nowhere like this app.",1,False,itunessuck086,Literally most annoying app ever,
2025-01-18 15:06:02,"Chapters is a really good place to find all types of stories you like and all different type of themes. When reading it puts you in another place. You actually feel like you’re in the story. They tell you what days the books will be updated and it’s so cool because, it makes you want to read more and deeper. You can make your own stories too! You can find all characters if any gender or type to be your lover! Although the system has been running slow lately, I can’t reach the feedback thing and chapters wont load off of 30% to let me in but overall it’s usually a pretty great app!!!",5,True,Prettylilgrlny,My opinion,"{'id': 23903239, 'body': 'Hello,thanks for your love and support!Your high score gives our team a great incentive!We are always looking for new ways to make our app more interesting for users.Please feel free to message with some ideas on how to make the app more fun through the feedback function in app.\n', 'modified': '2021-07-13T11:09:20Z'}"
2024-01-26 05:27:30,I have been reading this story and I have been getting diamonds by using the earn extra diamonds and it has been not giving me my diamonds after I do the surveys and the one that gives you 4 diamonds which does not require you to do a survey so why is it not giving me my diamonds it has been get stuck which I will have to back out and go back in to read my story it’s annoying and you guys don’t give that much diamonds for you to have to use soooooooo much diamonds like whyyy!!! It takes the fun out of reading and just want to uninstall it give more diamonds for the amount of diamonds I will have to use in the story!!! Like I have to use diamonds for the littlest thing that shouldn’t require diamonds!!! And I would like my diamonds that it never gave me I’m supposed to receive 188 diamonds for a survey I did and verify with my email!!!,1,False,JayIvy753,I’m shorted out on diamonds,"{'id': 41649221, 'body': 'Sorry for the inconvenience, but we need more detailed info for further checking. Please go to Help >Feedback in your app Chapters and describe your problem. The customer service team will get back to you within 24 hours', 'modified': '2024-01-31T08:55:49Z'}"
2020-12-19 02:35:04,"I absolutely love this app. It’s so addictive. The stories captivate you and draw you in. My only complaint, and the reasonI didn’t give it 5 stars is the whole diamond system. In order to read, create and take part in the story and have the outcome you want you have to have an outrageous amount of diamonds. There isn’t an easy way to earn diamonds and after a certain point I have to stop myself from using my own funds to get a supply of diamonds that don’t last for any length of time. Please reconsider the diamond system. Since I can’t continue to purchase diamonds and can’t earn enough to accumulate enough to finish a chapter I have no choice but to quit playing and uninstall the app.",4,False,HerdFan84,Would have been a 5 star except......,"{'id': 19893780, 'body': 'Dear,We are sorry to hear the App was not as your expected.We offer a lot of ways to get free gems on our app. Please check out the achievements page, link your app to facebook or google, follow players on their profiles, collect promo codes, watch ads, or just finish stories for more chances for free diamonds.Please feel free to message with some ideas on how to make the app more fun through the feedback function in app.', 'modified': '2020-12-21T07:49:09Z'}"
2021-04-19 14:25:06,This is one of the best story games I’ve ever played but it feels like every other decision requires you to either choose a diamond option or normal option. It wouldn’t be much a problem if because of the amount of them they were worth less (like maybe 5 diamonds) but every time it ranges between 12-18 diamonds. And the game gives you different options besides paying to get diamonds (thankfully) but it gets annoying to be playing a chapter and then suddenly you have to get out mid-way to get more diamonds cause you wasted all of them in 3 choices. So please either lower the amount of diamonds needed for a choice of lower the amount of times it’ll ask you to choose between Diamond and normal choice.,3,False,Jasmin Sofia,Diamonds Diamonds Diamonds,"{'id': 22367711, 'body': 'Hello,We are sorry to hear the App was not as your expected.We offer a lot of ways to get free gems on our app. Please check out the achievements page, link your app to facebook or google, follow players on their profiles, collect promo codes, watch ads, or just finish stories for more chances for free diamonds.Please feel free to message with some ideas on how to make the app more fun through the feedback function in app.', 'modified': '2021-04-21T07:23:19Z'}"
2020-05-27 04:39:26,"I was really excited for this because I thought it would be cool to pick how the story you’re reading goes. Unfortunately though, this app has been a hard let down. The stories are good but in order to choose the desirable outcome for your character, you must spend 17 diamonds a choice. The diamonds are acquired through getting maple coins. At max without spending money to become a VIP member, you can only get 120 maple coins, which is equivalent to 3 diamonds. So it takes me a week to get to choose one thing. A WEEK to get through one choice and a chapter can have up to three choices. This app is meant to get you to spend money, and watch adds and thats all its good for.",4,False,DO Aquarius,Forces In-App Purchases,"{'id': 15709358, 'body': 'Hello! We have lots of free ways to earn diamonds on our app. :) Check out our bubbles system, link your account to facebook/google, finish books, or just log in to get free diamonds. We are also building new features which provide our users with more free currencies. Please feel free to \r\nmessage us with any questions to the feedback portion at our app.', 'modified': '2020-06-01T20:35:01Z'}"
2020-05-02 19:41:58,"I love this game, but just to be honest, there is some things they can fix. When I first got into the game, I didn’t know that they were stories. I thought that they were just pictures. So maybe they can add some instructions or something, I also didn’t know how to use the free game pass for which ever story you want, So I ended up wasting my free day pass. I usually would get really deep into the story, and then I had to wait 30 more minutes to read a bit more. I just feel like that’s a tiny bit to long. Just my opinion. But hey! Love ❤️ the game! It’s amazing, and I like games like this. And I think it deserves a five star! Thanks for reading!",5,False,daisymonk,"A great game, except for some things.",
2019-03-29 05:28:23,"I love reading and the role play choices too. It just after completing the first book. I continue on “The Kidnapping Princess” but as it progress forward. The story doesn’t load anymore. It freezes and it the picture but nothing else. No words or what to click next. I know I’m stuck so I rebooted the app and doesn’t work. I restart the book but that doesn’t work. I know I’m at the part where I’m the girl who either at the orphanage or hospital. It right after the scene of burning down house where as a lil girl I run away from blazing home in the snow.  The screen freezes and I can’t progress in this story. But I love how the story moves me, I would love to finish this then move onto the next book. This is interesting story and story grabber. So there good in read and bad in the bugs error that pops up.",3,False,KuroHimemiya,Good And Bad,
2019-08-17 20:49:59,"Never before have I been so hooked on an app. The stories are great and highly addicting, but agree with other users that it can be very costly when you want to craft the story to how you truly want to respond or want the extra “excitement” and many of the stories don’t disappoint. I use stories I’m not that into to “mine the gems” but many times find myself hooked to see what will happen next.

As a child, I loved those choose your adventure stories and Chapters is just like that but for the mature ladies. I’m looking forward to more different stories other then girl meets guy and they live happily ever after or not.",5,False,Susie Q B,Great “choose your adventure” stories and highly addicting!!!,
2019-10-10 02:41:33,"I liked this 1 story so much I “recharged it” to make sure I understood the whole thing. It was my first romance novel I have ever read, and I think was my Man’s best week ever by the time it was done...

Complaint..... I spent $10 in tickets to make sure I could read the entire book non-stop, and maybe another. I got tired while reading it and fell asleep. 

I tried to go backwards a bit but apparently that illegal. No back buttons. So I re-started the books and chose all the same “free” options.... I still had to spend tickets, regardless that I e read it before. And never tried to choose and extra diamond option during the second. Only fathonable reason I’d be okay with still spending money is if I chose different options. The fact I already read this story. Re-set it. And still was Nickle-n-dimed pisses me off!!!",2,False,Sammi77777777,The charges/prices are absurd. Cheated me,
2019-06-18 23:24:43,I love all of the stories but I agree with everyone. Diamonds cost way to much and there is to many diamond options. You need to make more ways to get diamonds AND tickets. 2 tickets is okay but you should have a higher max of tickets when waiting. I would suggest 5 or more tickets as the limit. This way we can continuously read. Another issue I have is that I logged out of my account and then it wouldn’t let me back in saying that I’m to young? If I’m to young then it should have restricted it when I logged in with my Facebook account. I bought diamonds on that account so this is very unfair and is making me upset. But over all the app is amazing! I will continue to use it even though my account might be lost.,4,False,Wolves wolves,Love it BUT,
